ID,weiboID,userID,content,postTime,datatime,weibourl,floor
133,132,纯白色胖次,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/2726139021/DFnqMhzHO,4
134,133,邓春夏13,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/3205407873/DFnqM3OSn,4
135,134,邓春夏zz,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/3866320060/DFnqLsa2u,4
136,135,邓春夏14,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/1994718463/DFnqLqX9m,4
137,136,强悍的梦姑82475,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/5978071978/DFnqLqWsR,4
138,137,你们不发财天理难容,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/5842650927/DFnqLqD47,4
139,138,胡子拉碴的姜云凡885,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/5979197223/DFnqLpBLG,4
140,139,可爱多感性的辣妈,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/5978071495/DFnqL6JfI,4
141,140,移动客户2287941885,//@你们不发财天理难容: #胡歌# #胡歌猎场# #应无所住# #被胡歌打脸# #胡歌长江源环保公益行# #电视剧猎场# #胡歌益起来# @胡歌??//@胡歌数据组:#中国一点都不能少# //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 15:40,2016/7/18 星期一 下午 4:51:32,http://weibo.com/2287941885/DFnqHBdEE,4
142,141,乜T_,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-17 23:01,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5974210032/DFgTbkXdX,4
143,142,气宇轩昂的诸葛,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5978659960/DESwVwNAA,4
144,143,胡喵喵的向日葵,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5817320982/DESwVwNwj,4
145,144,豪爽的路灯,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5978946303/DESwVvlty,4
146,145,发呆的蛋挞199011,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5978946535/DESwVhCMJ,4
147,146,着急的香烟,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5978945931/DESwVhBQb,4
148,147,在那云深不知处,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/2942761507/DESwVhAH1,4
149,148,香车美人胡喵喵,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5870351425/DESwVfcdq,4
150,149,白兰帝燕麦胡,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5976426745/DESwRpcrd,4
151,150,人比花娇胡喵喵,//@胡歌爱吃的牛油果_帝王椒: #中国一点都不能少# 中国领土神圣不可侵犯寸土必争！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 09:00,2016/7/18 星期一 下午 4:52:59,http://weibo.com/5869798369/DESwR5rGs,4
152,151,云起的守候,#中国一点都不能少# “有国才有家”，无论林觉民还是戴涛，无论明台还是胡歌，无论角色还是我们，都是生于斯长于斯也会扎根于斯的中华儿女，我们的家，寸土不让！ //@蓝蓝花:你演过林觉民，演过戴涛演过明台你最知道有国才有家爱我中华无论过去现在还是将来//@胡歌:“有国才有家” 一点不少寸土不让,2016-07-12 22:36,2016/7/18 星期一 下午 4:54:46,http://weibo.com/1680774341/DEvAGeN0F,4
153,152,古月的风儿,//@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-12 22:37,2016/7/18 星期一 下午 4:54:46,http://weibo.com/1658570517/DEvB10LxN,4
154,153,淡墨山水梅香如故,#中国一点都不能少# 爱我中华！保卫我的家园！//@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 18:07,2016/7/18 星期一 下午 4:54:46,http://weibo.com/5830895468/DEW6Tt7ye,4
155,154,陌浅笙歌,#胡歌#一点不能少//@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 22:27,2016/7/18 星期一 下午 4:54:46,http://weibo.com/5128311550/DEOo62SYv,4
156,155,江左盟_萌主, //@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 21:50,2016/7/18 星期一 下午 4:54:46,http://weibo.com/1787461490/DEO96s9qt,4
157,156,如梦似幻懿儿, //@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 16:10,2016/7/18 星期一 下午 4:54:46,http://weibo.com/1797074697/DELUUCQrD,4
158,157,精分小龙虾, //@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 15:37,2016/7/18 星期一 下午 4:54:46,http://weibo.com/1797506601/DELHPtytS,4
159,158,30号的20号,//@蓝蓝花: #中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 14:11,2016/7/18 星期一 下午 4:54:46,http://weibo.com/2826084911/DEL8GgksK,4
160,159,古月雪染,犯我中华者，虽远必诛//@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 14:08,2016/7/18 星期一 下午 4:54:46,http://weibo.com/3088906765/DEL7sl8mK,4
161,160,古月的蘑菇头,//@史蒂芬-球员胡歌://@古月的风儿://@蓝蓝花:#中国一点都不能少# 你演过林觉民，演过戴涛，演过明台，你最知道有国才有家～爱我中华，无论过去、现在，还是将来～//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 11:58,2016/7/18 星期一 下午 4:54:46,http://weibo.com/2038778681/DEKgDokoP,4
162,161,春夏秋冬不发财天理难容,-//@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 00:23,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5677741703/DEwi3zFt9,4
163,162,淡墨山水梅香如故,#中国一点都不能少# “有国才有家”保卫家园寸土不让！！  //@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 18:02,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5830895468/DEW4SvE9t,4
164,163,精分小龙虾, //@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-14 15:38,2016/7/18 星期一 下午 4:56:14,http://weibo.com/1797506601/DELHRyCmA,4
165,164,萌猫图图,在领土问题上不会有一丝一毫的退让。中国一点都不能少//@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 15:10,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5754764111/DEC6n1zNe,4
166,165,萌猫图图, //@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 15:09,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5754764111/DEC5NyGQQ,4
167,166,我是你的关键,s//@春夏秋冬不发财天理难容:z//@春夏秋冬不发财天理难容:-//@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 14:31,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5979221524/DEBQhb8LL,4
168,167,我是你的关键,p//@春夏秋冬不发财天理难容:z//@春夏秋冬不发财天理难容:-//@云起的守候: #中国一点也不能少# 国家主权，不容侵犯。中国 ，一点也不能少，一寸也不会让 ??犯我中华者，虽远必诛  ！#胡歌# @胡歌 //@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 14:30,2016/7/18 星期一 下午 4:56:14,http://weibo.com/5979221524/DEBQanRzt,4
169,168,月月不发财天理难容1838,20//@maomao爱猫猫:#中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-12 21:54,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5869657487/DEvjR9pPX,4
170,169,月月不发财天理难容1838,11//@maomao爱猫猫:#中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 06:41,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5869657487/DFjUbjLuo,4
171,170,月月不发财天理难容1838,18//@maomao爱猫猫:#中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 06:41,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5869657487/DFjU9c7NK,4
172,171,吴龙Crazy锐,//@吴龙Crazy锐: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 19:02,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5931192156/DF5TY4vd8,4
173,172,吴龙Crazy锐,//@吴龙Crazy锐: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 19:02,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5931192156/DF5TV75JA,4
174,173,zengweizhe蔓,//@zengweizhe蔓: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 19:01,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5930375134/DF5TzwXPg,4
175,174,zengweizhe蔓,//@zengweizhe蔓: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 19:01,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5930375134/DF5TwyK7f,4
176,175,常蕊爽_jwc宙,//@常蕊爽_jwc宙: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 18:31,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5946173946/DF5HpacOW,4
177,176,常蕊爽_jwc宙,//@常蕊爽_jwc宙: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 18:31,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5946173946/DF5HmtaXp,4
178,177,蕙慧蕙夕秋,//@蕙慧蕙夕秋: //@maomao爱猫猫: #中国一点都不能少#有国才有家！//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 18:30,2016/7/18 星期一 下午 4:57:50,http://weibo.com/5945362514/DF5H2EviO,4
179,178,醒醒AIHUGE,中国一点都不能少 //@胡歌贴吧官方微博:#中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-12 22:02,2016/7/18 星期一 下午 5:00:24,http://weibo.com/3285472031/DEvmNwL1S,4
180,179,毛茛47,一点不能少//@胡歌贴吧官方微博:#中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-13 08:33,2016/7/18 星期一 下午 5:00:24,http://weibo.com/2078602521/DEzuYv8H3,4
181,180,凯妮诗,//@胡歌贴吧官方微博:#中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-16 19:38,2016/7/18 星期一 下午 5:00:24,http://weibo.com/5829451395/DF68zbkSp,4
182,181,Anno煜誉,#胡歌#//@胡歌贴吧官方微博:#中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-15 23:15,2016/7/18 星期一 下午 5:00:24,http://weibo.com/5619526903/DEY863Q1F,4
183,182,手机用户2883172625,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/2883172625/DFnVb0pLf,4
184,183,手机用户2894239721,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/2894239721/DFnVaFiKx,4
185,184,手机用户2077086387,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/2077086387/DFnVaET6x,4
186,185,爱旅游的明日香,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/5978070831/DFnVaCUXS,4
187,186,阳光的佛珠11,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/5979195037/DFnVaCUMZ,4
188,187,害羞的哈维尔,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/5982103120/DFnVaCUGS,4
189,188,手机用户1918550795,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/1918550795/DFnVaCIvh,4
190,189,手机用户2505339765,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/2505339765/DFnVa4MO8,4
191,190,手机用户2395317803,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/2395317803/DFnV9vsiC,4
192,191,不爱学习的热水瓶20110,//@林儿不发财天理难容: #中国一点都不能少#//@胡歌:“有国才有家” 一点不少！ 寸土不让！,2016-07-18 16:55,2016/7/18 星期一 下午 5:01:58,http://weibo.com/5978944695/DFnV9u0jn,4
193,192,QQ壁咚SQ,#南海是中国的#??//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 19:43,2016/7/18 星期一 下午 5:03:27,http://weibo.com/1720050433/DEusxub5V,4
194,193,根正苗红的香菜,#中国一点都不能少##南海是中国的#//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 17:42,2016/7/18 星期一 下午 5:03:27,http://weibo.com/3836547693/DEtFtaWEy,4
195,194,Dearsnow0202,#南海是中国的#。//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 17:29,2016/7/18 星期一 下午 5:03:27,http://weibo.com/1942850805/DEtAj9Pph,4
196,195,Im_stilllovingyou,//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-13 17:51,2016/7/18 星期一 下午 5:03:27,http://weibo.com/5828613814/DED9Jr3l4,4
197,196,HappyDay-小乐天,一点都不能少。 //@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 18:11,2016/7/18 星期一 下午 5:03:27,http://weibo.com/5336731132/DEtR5y1Ps,4
198,197,我有一个梨丶, //@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-14 22:00,2016/7/18 星期一 下午 5:03:27,http://weibo.com/2254275844/DEOcWATuU,4
199,198,Song_Y_Qian,#中国一点都不能少# #南海是中国的# 一点都不能少！！ //@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 17:28,2016/7/18 星期一 下午 5:03:27,http://weibo.com/3192611914/DEtzRDELM,4
200,199,一枚硬币的音符,#中国一点都不能少#//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 17:40,2016/7/18 星期一 下午 5:03:27,http://weibo.com/2818868627/DEtEuzDa1,4
201,200,麦田里的雾,//@日宣小组SongQian: #中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-15 16:05,2016/7/18 星期一 下午 5:03:27,http://weibo.com/2000382911/DEVjx66kE,4
202,201,宋茜会发光呐,#中国一点都不能少#//@日宣小组SongQian:#中国一点都不能少#这才是中国，一点都不能少。??//@宋茜:这才是中国，一点都不能少。,2016-07-12 18:38,2016/7/18 星期一 下午 5:03:27,http://weibo.com/5955391589/DEu22yeHc,4
203,202,要陪boss宇宙旅行的瓶子,#中国一点都不能少#  //@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-12 17:49,2016/7/18 星期一 下午 5:04:46,http://weibo.com/3590665227/DEtIjdCr0,4
204,203,白板宋小茜, //@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-12 18:07,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2234875701/DEtPAcQJ6,4
205,204,870202-兔子,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-13 12:16,2016/7/18 星期一 下午 5:04:46,http://weibo.com/5464639697/DEAXLD9Gs,4
206,205,我是茜宝的小白脸,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-16 02:41,2016/7/18 星期一 下午 5:04:46,http://weibo.com/5106488800/DEZtG5ELa,4
207,206,MeU_她是V_J是她,#中国一点都不能少#//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-12 18:44,2016/7/18 星期一 下午 5:04:46,http://weibo.com/3899827470/DEu4Lk8qJ,4
208,207,宋氏木青寞,#宋茜##宋茜幻城#//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-15 22:06,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2654982501/DEXGb5bxi,4
209,208,查森二十二,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-12 17:36,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2129202590/DEtCVEb12,4
210,209,复杂的是人心ii,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-18 12:34,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2144226814/DFmdiAycO,4
211,210,复杂的是人心ii,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-18 12:28,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2144226814/DFmaUhlUF,4
212,211,xxxx0202,//@宋茜吧_VictoriaBar:中国一点都不能少，该是我们的，寸土必保！//@宋茜: 这才是中国，一点都不能少。,2016-07-18 11:23,2016/7/18 星期一 下午 5:04:46,http://weibo.com/2458930240/DFlKsCcc5,4
213,212,870202-兔子,中国一点都不能少//@宋茜工作室: 这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-14 09:03,2016/7/18 星期一 下午 5:05:56,http://weibo.com/5464639697/DEJ7G87AW,4
214,213,WithQian宋茜陪伴站,#中国一点都不能少# 中国，一点都不能少，寸土必争。 //@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:13,2016/7/18 星期一 下午 5:05:56,http://weibo.com/1775052081/DEtRU2NoA,4
215,214,唯茜后花园Bra,“明年高考的盆友赶快去了解一下菲律宾，搞不好明年就成为中国最南边城市了。”//@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:09,2016/7/18 星期一 下午 5:05:56,http://weibo.com/3136853841/DEtQxy5BP,4
216,215,日宣小组SongQian,再强调一次，现在要做的,2016-07-12 22:41,2016/7/18 星期一 下午 5:05:56,http://weibo.com/3868084598/DEvCE39px,4
217,216,One-and-Only宋茜唯一站,#中国一点都不能少# 寸土不让，皮下有预感，这将是美国在东亚海上霸权衰落的转折点 //@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:21,2016/7/18 星期一 下午 5:05:56,http://weibo.com/5390383255/DEtV5cgKP,4
218,217,谱啊谱,来轮！ //@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:16,2016/7/18 星期一 下午 5:05:56,http://weibo.com/1748205714/DEtT0EfZI,4
219,218,爱你的六年,#中国一点都不能少# 继续，海外无法帮忙，国内好好干活//@宋茜工作室: 这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-13 17:48,2016/7/18 星期一 下午 5:05:56,http://weibo.com/3375384732/DED8cfMft,4
220,219,HappyDay-小乐天,一点都不能少。 //@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:10,2016/7/18 星期一 下午 5:05:56,http://weibo.com/5336731132/DEtQIaXEN,4
221,220,阿宋的香菜唯,//@阿宋的香菜唯:顶//@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-12 18:24,2016/7/18 星期一 下午 5:05:56,http://weibo.com/5382229871/DEtWmo9FW,4
222,221,复杂的是人心ii,//@宋茜工作室:这才是中国，一点都不能少 //@宋茜:这才是中国，一点都不能少。,2016-07-18 12:34,2016/7/18 星期一 下午 5:05:56,http://weibo.com/2144226814/DFmdouqPR,4
223,222,香菜宝宝yuer,//@送阳光V: #中国一点都不能少#//@宋茜:这才是中国，一点都不能少。,2016-07-18 01:47,2016/7/18 星期一 下午 5:07:25,http://weibo.com/5969787516/DFhYL730j,4
224,223,0202阳光宋绿,ff//@送阳光V:#中国一点都不能少#//@宋茜:这才是中国，一点都不能少。,2016-07-17 21:46,2016/7/18 星期一 下午 5:07:25,http://weibo.com/5978659701/DFgoKlMX6,4
225,224,0202宋茜青,jh//@送阳光V:#中国一点都不能少#//@宋茜:这才是中国，一点都不能少。,2016-07-17 21:42,2016/7/18 星期一 下午 5:07:25,http://weibo.com/5944458693/DFgnjFIAU,4
