ID,userID,fatherWeiboID,rootWeiboID,content,repostTime
8275,生活很美好zz,85,1,//@全世界都不如洲://@许魏洲是我男神://@宝贝稻草人81://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:44
8276,生活很美好zz,85,1,//@白粥小珊爱洲洲:#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:44
8277,生活很美好zz,85,1,//@水上明月浮://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8278,生活很美好zz,85,1,//@丝滑粥:2//@包子配白粥://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8279,生活很美好zz,85,1,//@飞到太空去看洲://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8280,生活很美好zz,85,1,//@海芋是朵花:一点也不能少！//@许魏洲吧: #中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8281,生活很美好zz,85,1,//@皮蛋瘦肉粥41: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8282,生活很美好zz,85,1,//@奔奔keigo爱喝洲://@皮蛋瘦肉粥41:  //@许魏洲吧:#中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8283,生活很美好zz,85,1,//@洲帝文化国际业务多伦多分部://@奔奔keigo爱喝洲://@皮蛋瘦肉粥41:  //@许魏洲吧:#中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8284,生活很美好zz,85,1,//@马猴烧酒的脆香米:#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8285,生活很美好zz,85,1,//@马猴烧酒的脆香米:#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8286,生活很美好zz,85,1,//@生活很美好zz:犯我中华者，虽远必诛！ //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8287,生活很美好zz,85,1,//@喝粥的小胖咂:全是中国的 一点都不能少 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8288,生活很美好zz,85,1,//@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8289,生活很美好zz,85,1,//@最宝贝许魏洲:#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:43
8290,生活很美好zz,85,1,犯我中华者，虽远必诛！ //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 05:34
8291,马猴烧酒的脆香米,85,1,#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 03:44
8292,马猴烧酒的脆香米,85,1,#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 03:43
8293,洲帝国际业务多伦多分部,85,1,//@奔奔keigo爱喝洲://@皮蛋瘦肉粥41:  //@许魏洲吧:#中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 03:03
8294,奔奔keigo爱喝洲,85,1,//@皮蛋瘦肉粥41:  //@许魏洲吧:#中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 02:57
8295,皮蛋瘦肉粥41,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 02:36
8296,海芋是朵花,85,1,一点也不能少！//@许魏洲吧: #中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 02:08
8297,飞到太空去看洲,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:48
8298,丝滑粥,85,1,2//@包子配白粥://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:46
8299,丝滑粥,85,1,//@包子配白粥://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:46
8300,水上明月浮,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:42
8301,白粥小珊爱洲洲,85,1,#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:38
8302,白粥小珊爱洲洲,85,1,#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:36
8303,全世界都不如洲,85,1,//@许魏洲是我男神://@宝贝稻草人81://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8304,洲洲的腿毛君032,85,1,嗯，一点也不能少//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8305,洲洲的腿毛君032,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8306,洲洲的腿毛君032,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8307,洲洲的腿毛君032,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8308,洲洲的腿毛君032,85,1,中国！一点都不能少！//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:29
8309,许魏洲是我男神,85,1,//@宝贝稻草人81://@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:28
8310,查拉图斯与酒,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:23
8311,许魏洲的比哈特,85,1,??????????//@许你一生魏我爱洲ZZ://@洲啊粥zz://@Timmy州喵:搬砖//@洲啊粥zz://@Timmy州喵://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:22
8312,啾啾的小脚丫,85,1,中国必须是完整的，少一点你试试 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:18
8313,宝贝稻草人81,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:17
8314,宝贝稻草人81,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:17
8315,宝贝稻草人81,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:17
8316,宝贝稻草人81,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:17
8317,宝贝稻草人81,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:17
8318,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:16
8319,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:16
8320,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:16
8321,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:15
8322,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:15
8323,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:15
8324,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:15
8325,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8326,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8327,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8328,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8329,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8330,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8331,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8332,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8333,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8334,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8335,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8336,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8337,全世界都不如洲,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8338,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8339,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8340,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8341,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8342,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8343,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8344,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:14
8345,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8346,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8347,包子配白粥,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8348,包子配白粥,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8349,包子配白粥,85,1,//@许魏洲是我男神: //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8350,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8351,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8352,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:13
8353,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:12
8354,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:12
8355,许魏洲是我男神,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:12
8356,全世界都不如洲,85,1,//@TimmyIrene://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:12
8357,手心里的尘埃丶,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 01:05
8358,我的和奇正呢,85,1,//@Johnny黄景瑜 : //@许魏洲ZZ:一点也不能少！,2016-07-13 00:55
8359,喂粥的猫,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:47
8360,我就叫TT,85,1,那就加 //@靖西魏粥:评论少。//@我就叫TT: //@白粥小珊爱洲洲://@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:32
8361,我就叫TT,85,1, //@靖西魏粥://@我就叫TT: //@白粥小珊爱洲洲://@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:32
8362,靖西魏粥,85,1,评论少。//@我就叫TT: //@白粥小珊爱洲洲://@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:28
8363,靖西魏粥,85,1,//@我就叫TT: //@白粥小珊爱洲洲://@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:27
8364,绝世撩妹洲,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:25
8365,人山人海中的sameone,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:25
8366,海若有因守护我的爱,85,1,//@许魏洲吧: #中国一点都不能少#??//@许魏洲ZZ:一点也不能少！,2016-07-13 00:21
8367,搇衣,85,1,加油！//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:19
8368,光亮那方寻光,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:19
8369,白粥小珊爱洲洲,85,1,#中国一点都不能少#//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:18
8370,我就叫TT,85,1, //@白粥小珊爱洲洲://@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:17
8371,我就叫TT,85,1, //@白粥小珊爱洲洲://@我就叫TT:?? //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:17
8372,白粥小珊爱洲洲,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:16
8373,白粥小珊爱洲洲,85,1,//@我就叫TT:一寸都不能让 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:16
8374,搇衣,85,1,我是中国人我骄傲！//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:16
8375,白粥小珊爱洲洲,85,1,//@我就叫TT:我的祖国 //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:16
8376,白粥小珊爱洲洲,85,1,//@我就叫TT:?? //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:16
8377,Timmy-Candy,85,1,//@祢是此生最美的风景://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-13 00:13
8378,许啾啾的甜妹,85,1,//@罅綮://@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:55
8379,不恰药才萌萌哒,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:54
8380,你可没本事影响我,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:51
8381,不恰药才萌萌哒,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:50
8382,lilekekeke,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:48
8383,许啾啾的甜妹,85,1,//@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:44
8384,TimmyDestiny,85,1, //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:42
8385,玖癸,85,1,寸土不让！一点也不能少！ //@许魏洲吧:#中国一点都不能少#  //@许魏洲ZZ:一点也不能少！,2016-07-12 23:40
8386,水上明月浮,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-12 19:45
8387,茶酒伴__,86,1, //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-19 07:47
8388,罅綮,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-15 00:53
8389,仙纾,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-14 15:14
8390,生活很美好zz,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-14 14:44
8391,霜桑叶-,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-14 13:41
8392,生活很美好zz,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-14 10:59
8393,生活很美好zz,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-14 06:11
8394,潘琳琳,86,1,一点都不能少//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 23:51
8395,璃若若水,86,1,//@抠脚王爷://@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 18:17
8396,XWZM1020,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 18:17
8397,此用户昵称盗版,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 18:07
8398,飞到太空去看洲,86,1,//@洲洲你就是光:不退让 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:46
8399,许魏洲最爱的三角裤,86,1,不退让！！！！！！！！！！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:34
8400,许魏洲最爱的三角裤,86,1,不退让 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8401,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8402,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8403,许魏洲最爱的三角裤,86,1,不退让！！！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8404,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8405,许魏洲最爱的三角裤,86,1,不退让 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8406,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:33
8407,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8408,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8409,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8410,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8411,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8412,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8413,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8414,许魏洲最爱的三角裤,86,1,我国领土必须完整！！！！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8415,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:10
8416,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8417,许魏洲最爱的三角裤,86,1,不退让 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8418,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8419,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8420,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8421,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8422,许魏洲最爱的三角裤,86,1,我国 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8423,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8424,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8425,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:09
8426,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8427,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8428,许魏洲最爱的三角裤,86,1,我国领土必须完整 //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8429,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8430,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8431,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8432,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8433,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8434,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8435,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8436,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8437,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8438,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8439,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8440,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8441,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8442,许魏洲最爱的三角裤,86,1,//@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
8443,许魏洲最爱的三角裤,86,1,我国领土必须完整！ //@一口大钢铁锅:中国，一点都不能少，一寸都不会让！ //@许魏洲ZZ:一点也不能少！,2016-07-13 16:08
